username,password,password_hash,first_name,last_name,Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
asharma,C5e!2e@1,a0c81e812c7fa6bf141b1c8441ae4d3f4508d3180827e0da425002a1c51651bb,Ankit,Sharma,Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,10th,3.6,3.44
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Ankit,Gupta,Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,8th,3.59,3.44
spatel,956!07@1,56f072a5340bfeab38eb1a5405e3045e385523059bd0f6c4520ace3ce2c1ee76,Sneha,Patel,Computer Science and Engineering,Female,4.55,5.0,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.44,3.44
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Ankit,Mishra,Computer Science and Engineering,Male,4.25,4.89,"Low (Below 15,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.44,3.44
vkumar,2bc!e6@1,03f84da3570a9c36ed9f6bf8ccb1f6e4469f441488f4eb0ce7234271c39e698a,Vivek,Kumar,Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.44,3.44
achoudhary,670!d1@1,1b6b8ae8705b33b74c349a3925ae7e139194b926839fea4643ff5eb4114ee4d7,Anjali,Choudhary,Computer Science and Engineering,Female,4.75,5.0,"Upper middle (30,000-50,000)",Village,1,0-1 Hour,More than 3 Hours,60%-79%,No,1,No,11th,3.52,3.45
ssingh,C39!23@1,8f3513690e5ebcba64d5079a56ab7d15c05789baf91b123ed74b5dbf31d0a841,Suresh,Singh,Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1,More than 3 Hours,More than 3 Hours,60%-79%,No,4,No,3rd,2.92,3.46
rmishra,43d!7a@1,1e3af4a490fe524dc604cedce2cabd9ae965dcd582e545bcdf8b0dcde818e31a,Rahul,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,4,Yes,2nd,3.48,3.48
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rahul,Verma,Computer Science and Engineering,Male,3.5,4.8,"High (Above 50,000)",City,5,0-1 Hour,More than 3 Hours,40%-59%,No,5,Yes,11th,3.02,3.5
pchoudhary,24d!79@1,c574c79cf710cd584a4c8f5a9f710323eb536f931958ca4703ff10b9770220ce,Pooja,Choudhary,Computer Science and Engineering,Female,5.0,5.0,"Lower middle (15,000-30,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,Yes,5,Yes,4th,2.07,3.5
vmishra,672!e3@1,99fd5d9a2b85bd4ac107d39c1fa86b549421871c82b641e3351913f6260b039d,Vikram,Mishra,Computer Science and Engineering,Male,4.53,4.75,"Lower middle (15,000-30,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,No,4,Yes,10th,3.0,3.5
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rajesh,Gupta,Computer Science and Engineering,Male,4.42,4.88,"Low (Below 15,000)",Village,4,0-1 Hour,2-3 Hours,80%-100%,No,3,No,10th,3.76,3.5
vsingh,024!3a@1,80023e8e016ec81870907ee3e9d3c8284ea36df515dd12e63949011dbcb5883c,Vikram,Singh,Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,4,0-1 Hour,2-3 Hours,80%-100%,No,4,No,9th,3.7,3.5
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Priya,Gupta,Computer Science and Engineering,Female,3.5,4.81,"Lower middle (15,000-30,000)",Village,4,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,9th,3.8,3.5
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rahul,Singh,Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,8th,4.0,3.5
sverma,A9d!12@1,095a351153c4e98385985886dc0f460288ac353919120cf1aaf2dbf6150058db,Suresh,Verma,Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,1,0-1 Hour,2-3 Hours,80%-100%,No,5,Yes,8th,3.78,3.5
nchoudhary,032!42@1,801e544f23b40ea261d96bca280967f40ff4073276b0e94b8207be1d2e731318,Neha,Choudhary,Computer Science and Engineering,Female,4.83,5.0,"High (Above 50,000)",City,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,7th,3.83,3.5
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Sneha,Kumar,Computer Science and Engineering,Female,4.33,5.0,"High (Above 50,000) ",City,3,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,7th,3.81,3.5
sgupta,5de!f7@1,71fbd47921c9db9d21417d2d410f8aa1b93810d0d42afbadee907f7e5c65a001,Sunita,Gupta,Computer Science and Engineering,Female,4.25,5.0,"Upper middle (30,000-50,000)",Village,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,6th,3.81,3.5
sgupta,5de!f7@1,71fbd47921c9db9d21417d2d410f8aa1b93810d0d42afbadee907f7e5c65a001,Suresh,Gupta,Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000) ",Village,4,0-1 Hour,2-3 Hours,80%-100%,No,4,No,6th,3.75,3.5
vjain,158!f2@1,6266042c2f6e4b6b9842754f133b66b4b9ef75caa59068acea6f5b37bc56714d,Vivek,Jain,Computer Science and Engineering,Male,3.75,4.67,"Upper middle (30,000-50,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,5th,3.83,3.5
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rahul,Singh,Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,5th,3.75,3.5
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Pooja,Yadav,Computer Science and Engineering,Female,3.67,4.61,"High (Above 50,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
schoudhary,Bc8!22@1,03796808ef2542b9024523b3b313131baf3cfeeae16805c5a21d6c05771d0e46,Sneha,Choudhary,Computer Science and Engineering,Female,3.75,4.78,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rahul,Singh,Computer Science and Engineering,Male,4.17,4.94,"Low (Below 15,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rajesh,Jain,Computer Science and Engineering,Male,4.0,5.0,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.5,3.5
ssharma,Aed!ae@1,c6842ebce1a5634ac10be81ba0127de49e0f85da0d5507bb4c4adabdfc7707ba,Suresh,Sharma,Computer Science and Engineering,Male,3.75,4.61,"Low (Below 15,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rohit,Singh,Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
pkumar,6cd!a8@1,1728cea41d1b3b994fe760e9449f04f93440c2e851de1654e5d770a7a14b11fe,Priya,Kumar,Computer Science and Engineering,Female,4.33,4.94,"Lower middle (15,000-30,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.5,3.5
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vikram,Choudhary,Computer Science and Engineering,Male,4.57,5.0,"Lower middle (15,000-30,000)",Village,5,0-1 Hour,0-1 Hour,80%-100%,No,5,No,11th,3.92,3.54
ajain,477!28@1,c94dee98f65a7f20d595e3d89c0eb6b1d473ab6a3319dde2ed098b8256911ddd,Anjali,Jain,Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,5,No,10th,3.42,3.55
psharma,Fde!83@1,4c2c4fcaa4ad1b735bd1eba35413e6fb94ebb84d44550c5ebc49ce8b58d4aa7b,Prakash,Sharma,Computer Science and Engineering,Male,4.52,4.75,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,3,No,10th,3.42,3.55
dpatel,988!e0@1,773ef61e944b4de649892196249d6726baf2166ecde1f6a51b46ca3c3a61cbb8,Dinesh,Patel,Computer Science and Engineering,Male,3.58,5.0,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,9th,3.57,3.56
njain,390!2e@1,b1ff5e2b31ef044fb0fc4e50cde364255c5b08bf9a7909181d25e60949f9d654,Neha,Jain,Computer Science and Engineering,Female,4.17,5.0,"Upper middle (30,000-50,000) ",Village,4,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,Computer Science and Engineering,Female,4.25,5.0,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,2nd,3.56,3.56
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vikram,Choudhary,Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,2nd,3.56,3.56
kgupta,A9b!4c@1,590eb7d7b4adcaa73c3d6313bfe1a64ff27674cfc52785c81200c1c5cffa15fa,Kavita,Gupta,Computer Science and Engineering,Female,3.83,4.59,"Lower middle (15,000-30,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
vjain,158!f2@1,6266042c2f6e4b6b9842754f133b66b4b9ef75caa59068acea6f5b37bc56714d,Vivek,Jain,Computer Science and Engineering,Male,4.17,4.59,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,2nd,3.56,3.56
averma,A1e!65@1,50377bf07c9a0ca2ba70c90d5187bcd872c118eafd4a769b87cf7614f350b2a5,Anjali,Verma,Computer Science and Engineering,Female,4.17,5.0,"Low (Below 15,000) ",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Ankit,Patel,Computer Science and Engineering,Male,4.0,5.0,"High (Above 50,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
mkumar,673!86@1,72b3ebdb5be768e84f8202e457dc0a58eb7f8086db3a373a034936c32eb57430,Meera,Kumar,Computer Science and Engineering,Female,4.0,5.0,"High (Above 50,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
averma,A1e!65@1,50377bf07c9a0ca2ba70c90d5187bcd872c118eafd4a769b87cf7614f350b2a5,Anjali,Verma,Computer Science and Engineering,Female,4.42,5.0,"High (Above 50,000) ",City,4,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,2nd,3.56,3.56
dmishra,9e8!d6@1,b1581f5d2797095c05fdfc2cb9246b2a3c5bbc4590bb58345bf051aad950e90e,Dinesh,Mishra,Computer Science and Engineering,Male,3.92,4.18,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.56,3.56
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Amit,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,No,1,No,4th,3.64,3.6
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rekha,Sharma,Computer Science and Engineering,Female,3.83,5.0,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.61,3.6
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rahul,Gupta,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,10th,3.62,3.6
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vivek,Choudhary,Computer Science and Engineering,Male,3.92,3.94,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,9th,3.64,3.6
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rahul,Jain,Computer Science and Engineering,Male,3.67,4.44,"High (Above 50,000) ",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,6th,3.63,3.6
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Prakash,Yadav,Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,4,More than 3 Hours,2-3 Hours,80%-100%,Yes,5,Yes,4th,3.66,3.61
nkumar,271!b4@1,4dd55de766a9e940a4e6b45de98aa07167b51f6babe8ab4a66272b21b7f088cf,Neha,Kumar,Computer Science and Engineering,Female,4.16,4.67,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,10th,3.66,3.62
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rohit,Patel,Computer Science and Engineering,Male,4.83,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.63,3.63
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rekha,Choudhary,Computer Science and Engineering,Female,4.25,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.63,3.63
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rohit,Verma,Computer Science and Engineering,Male,4.5,5.0,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,4,No,11th,3.88,3.64
dmishra,9e8!d6@1,b1581f5d2797095c05fdfc2cb9246b2a3c5bbc4590bb58345bf051aad950e90e,Dinesh,Mishra,Computer Science and Engineering,Male,3.5,4.72,"High (Above 50,000) ",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.64,3.64
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Sneha,Kumar,Computer Science and Engineering,Female,3.75,5.0,"Low (Below 15,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,4,Yes,11th,3.71,3.65
ayadav,3a4!dc@1,9c6c1ec57281f3fa0601414b868a46d661fda4f899a1953d46eddbc3c0dc04b0,Anjali,Yadav,Computer Science and Engineering,Female,5.0,5.0,"Upper middle (30,000-50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,Yes,3,No,4th,3.6,3.65
pjain,Aba!fe@1,49e65bfe327f6052b93e09edcd62008f6297dba69b53b06b053cd4c01d5a9472,Prakash,Jain,Computer Science and Engineering,Male,4.42,5.0,"High (Above 50,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,10th,3.53,3.67
vsharma,221!cb@1,2dcf15f92f4b487d81c5bae7e61cac050467d0cd55e6512444798373f7d202b9,Vivek,Sharma,Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,10th,3.5,3.67
dyadav,C43!f1@1,a778e2277ace1032adcc77d81f22e7bdf0c12d331d41e93f9e8f44f5b76feddd,Dinesh,Yadav,Computer Science and Engineering,Male,4.42,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,10th,3.55,3.67
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rohit,Kumar,Computer Science and Engineering,Male,3.17,4.31,"High (Above 50,000)",Village,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,9th,3.5,3.67
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Sunita,Yadav,Computer Science and Engineering,Female,3.67,4.38,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.52,3.67
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rajesh,Kumar,Computer Science and Engineering,Male,3.83,4.94,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,8th,3.51,3.67
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rajesh,Kumar,Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.52,3.67
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rahul,Singh,Computer Science and Engineering,Male,4.5,5.0,"Low (Below 15,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,6th,3.5,3.67
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vivek,Patel,Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,6th,3.5,3.67
vmishra,672!e3@1,99fd5d9a2b85bd4ac107d39c1fa86b549421871c82b641e3351913f6260b039d,Vikram,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000) ",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,5th,3.5,3.67
msingh,80f!73@1,119e7ad71dfdb05ea61bb5e3724ed1a7b52a23764be94591870f8852e2cf0366,Meera,Singh,Computer Science and Engineering,Female,5.0,5.0,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,2nd,3.68,3.68
ajain,477!28@1,c94dee98f65a7f20d595e3d89c0eb6b1d473ab6a3319dde2ed098b8256911ddd,Amit,Jain,Computer Science and Engineering,Male,4.42,5.0,"Low (Below 15,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,2nd,3.69,3.69
asingh,62f!86@1,10db1b7dfd4a8730549bc47a58952a31ff463cfb7cb6815c687e4547b527d1b9,Amit,Singh,Computer Science and Engineering,Male,4.17,5.0,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,2nd,3.69,3.69
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rohit,Gupta,Computer Science and Engineering,Male,4.0,4.0,"Upper middle (30,000-50,000)",Village,4,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,10th,4.0,3.7
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Ankit,Gupta,Computer Science and Engineering,Male,4.17,5.0,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,Yes,4,Yes,10th,1.82,3.7
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Sneha,Mishra,Computer Science and Engineering,Female,4.25,3.75,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.18,3.7
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Prakash,Yadav,Computer Science and Engineering,Male,3.14,4.44,"Upper middle (30,000-50,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.2,3.7
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,Computer Science and Engineering,Female,3.19,4.81,"Low (Below 15,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.16,3.7
nmishra,73e!32@1,fe2d3cafacedf829a1bcf76f0c5093bbf95f29c707a43953af678dca33db3d1c,Neha,Mishra,Computer Science and Engineering,Female,4.0,5.0,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,8th,3.19,3.7
dkumar,8b6!80@1,b756de28bf1eb8ddceaa4598864084239ffc5f9c6da9c24edcf9385c81299c83,Dinesh,Kumar,Computer Science and Engineering,Male,4.17,5.0,"High (Above 50,000) ",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,7th,3.17,3.7
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rekha,Verma,Computer Science and Engineering,Female,3.8,4.78,"High (Above 50,000) ",Village,4,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,6th,3.19,3.7
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Ankit,Patel,Computer Science and Engineering,Male,3.75,4.78,"High (Above 50,000)",City,4,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,5th,3.17,3.7
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rahul,Patel,Computer Science and Engineering,Male,4.5,5.0,"High (Above 50,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,5th,4.0,3.7
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rajesh,Kumar,Computer Science and Engineering,Male,4.17,4.95,"Low (Below 15,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.7,3.7
dkumar,8b6!80@1,b756de28bf1eb8ddceaa4598864084239ffc5f9c6da9c24edcf9385c81299c83,Dinesh,Kumar,Computer Science and Engineering,Male,4.67,4.5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.7,3.7
asharma,C5e!2e@1,a0c81e812c7fa6bf141b1c8441ae4d3f4508d3180827e0da425002a1c51651bb,Ankit,Sharma,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,No,2nd,3.71,3.71
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Ankit,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,10th,3.73,3.71
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Suresh,Kumar,Computer Science and Engineering,Male,3.33,4.75,"High (Above 50,000) ",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.73,3.71
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rahul,Gupta,Computer Science and Engineering,Male,3.58,4.78,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,7th,3.74,3.71
vjain,158!f2@1,6266042c2f6e4b6b9842754f133b66b4b9ef75caa59068acea6f5b37bc56714d,Vivek,Jain,Computer Science and Engineering,Male,4.42,4.81,"Low (Below 15,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,10th,3.68,3.74
pverma,7d8!53@1,3f58c666b3669beea18005f8228155fe4cd0e8ebdb2289c977393dcf08061749,Pooja,Verma,Computer Science and Engineering,Female,4.5,5.0,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,10th,3.68,3.74
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Suresh,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,3,No,10th,3.85,3.74
mchoudhary,4fd!af@1,772620c233185eb0bb1002b3e60c4bcc035e6040b6d00abe1fed20d010d25372,Meera,Choudhary,Computer Science and Engineering,Female,5.0,5.0,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.85,3.74
dgupta,114!10@1,85230f28b5377934c5d908c1477edfbf405d3dcbf497228e8c83b03409212e8f,Divya,Gupta,Computer Science and Engineering,Female,4.0,4.44,"Lower middle (15,000-30,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.66,3.74
ayadav,3a4!dc@1,9c6c1ec57281f3fa0601414b868a46d661fda4f899a1953d46eddbc3c0dc04b0,Ankit,Yadav,Computer Science and Engineering,Male,3.4,4.0,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,9th,3.7,3.74
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rajesh,Kumar,Computer Science and Engineering,Male,3.58,4.5,"High (Above 50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,8th,3.67,3.74
schoudhary,Bc8!22@1,03796808ef2542b9024523b3b313131baf3cfeeae16805c5a21d6c05771d0e46,Sneha,Choudhary,Computer Science and Engineering,Female,4.67,5.0,"High (Above 50,000) ",City,5,2-3 Hours,2-3 Hours,80%-100%,Yes,2,No,8th,3.87,3.74
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rohit,Kumar,Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,6th,3.66,3.74
